phase,t_s,t_unix,error_m,est_n,est_e,truth_n,truth_e
denied,88.742,1789657589.329,5.1203,-127.028,-487.153,-121.967,-487.930
denied,88.842,1789657589.429,5.1457,-125.599,-487.342,-120.515,-488.136
denied,88.941,1789657589.528,5.0864,-124.082,-487.526,-119.062,-488.344
denied,89.042,1789657589.629,5.2292,-122.702,-487.682,-117.548,-488.563
denied,89.142,1789657589.728,5.5194,-121.224,-487.842,-115.791,-488.818
denied,89.242,1789657589.829,5.6908,-119.869,-487.984,-114.277,-489.040
denied,89.342,1789657589.929,5.7583,-118.408,-488.135,-112.762,-489.264
denied,89.441,1789657590.028,5.8829,-117.065,-488.273,-111.307,-489.481
denied,89.542,1789657590.129,5.8181,-115.587,-488.406,-109.913,-489.691
denied,89.641,1789657590.228,5.9111,-114.205,-488.524,-108.458,-489.911
denied,89.742,1789657590.329,6.0574,-112.811,-488.640,-106.943,-490.143
denied,89.842,1789657590.429,6.3258,-111.291,-488.759,-105.186,-490.415
denied,89.942,1789657590.529,6.4062,-109.889,-488.871,-103.733,-490.643
denied,90.042,1789657590.629,6.1825,-108.092,-488.950,-102.219,-490.882
denied,90.141,1789657590.728,5.9643,-106.341,-488.993,-100.767,-491.115
denied,90.241,1789657590.828,5.7259,-104.569,-489.074,-99.315,-491.350
denied,90.342,1789657590.929,5.7705,-102.904,-489.162,-97.683,-491.620
denied,90.441,1789657591.028,5.6156,-101.149,-489.271,-96.173,-491.873
denied,90.542,1789657591.129,5.5610,-99.467,-489.331,-94.663,-492.131
denied,90.642,1789657591.228,5.4648,-97.747,-489.433,-93.154,-492.394
denied,90.741,1789657591.328,5.5349,-96.224,-489.551,-91.646,-492.662
denied,90.841,1789657591.428,5.5295,-94.624,-489.700,-90.139,-492.934
denied,90.941,1789657591.528,5.5973,-93.180,-489.853,-88.693,-493.200
denied,91.041,1789657591.628,5.6310,-91.639,-490.033,-87.188,-493.482
denied,91.142,1789657591.729,5.7214,-90.232,-490.208,-85.744,-493.757
denied,91.242,1789657591.829,5.7710,-88.719,-490.407,-84.241,-494.046
denied,91.342,1789657591.929,5.8699,-87.329,-490.597,-82.798,-494.328
denied,91.442,1789657592.029,5.9249,-85.828,-490.809,-81.295,-494.624
denied,91.542,1789657592.129,6.2874,-84.436,-491.011,-79.553,-494.971
denied,91.642,1789657592.229,6.3428,-82.931,-491.221,-78.051,-495.272
denied,91.741,1789657592.328,6.3957,-81.546,-491.414,-76.669,-495.551
denied,91.842,1789657592.429,6.4140,-80.047,-491.611,-75.227,-495.843
denied,91.942,1789657592.529,6.6928,-78.665,-491.792,-73.605,-496.173
denied,92.042,1789657592.629,6.7096,-77.160,-491.989,-72.163,-496.467
denied,92.142,1789657592.729,6.8324,-75.774,-492.163,-70.721,-496.761
denied,92.241,1789657592.828,6.8648,-74.277,-492.351,-69.278,-497.056
denied,92.342,1789657592.929,7.0395,-72.891,-492.528,-67.775,-497.363
denied,92.442,1789657593.029,6.9726,-71.284,-492.823,-66.272,-497.670
denied,92.542,1789657593.129,7.1500,-69.760,-493.153,-64.528,-498.027
denied,92.642,1789657593.229,7.0126,-68.153,-493.475,-63.084,-498.322
denied,92.742,1789657593.329,7.0713,-66.698,-493.747,-61.580,-498.627
denied,92.841,1789657593.428,6.8713,-65.072,-494.139,-60.136,-498.919
denied,92.942,1789657593.529,6.7214,-63.514,-494.601,-58.631,-499.220
denied,93.042,1789657593.629,6.4909,-61.879,-495.024,-57.185,-499.507
denied,93.141,1789657593.728,6.2659,-60.299,-495.569,-55.678,-499.801
denied,93.241,1789657593.828,5.5517,-58.448,-496.469,-54.229,-500.078
denied,93.341,1789657593.928,4.8914,-56.671,-497.478,-52.719,-500.361
denied,93.441,1789657594.028,3.8744,-54.642,-498.844,-51.207,-500.636
denied,93.542,1789657594.128,3.2387,-52.817,-500.048,-49.692,-500.899
denied,93.641,1789657594.228,2.7847,-50.957,-501.082,-48.173,-501.148
denied,93.742,1789657594.329,2.9545,-49.334,-501.808,-46.406,-501.411
denied,93.841,1789657594.428,2.8827,-47.647,-502.410,-44.877,-501.612
denied,93.942,1789657594.529,2.9864,-46.141,-502.836,-43.344,-501.789
denied,94.041,1789657594.628,2.9619,-44.550,-503.191,-41.868,-501.935
denied,94.141,1789657594.728,3.1072,-43.112,-503.442,-40.327,-502.064
denied,94.241,1789657594.828,3.1120,-41.580,-503.649,-38.845,-502.164
denied,94.341,1789657594.928,3.2209,-40.187,-503.792,-37.362,-502.244
denied,94.441,1789657595.028,3.4545,-38.695,-503.907,-35.631,-502.311
denied,94.541,1789657595.128,3.5247,-37.332,-503.981,-34.209,-502.348
denied,94.643,1789657595.229,3.5904,-35.849,-504.025,-32.663,-502.370
denied,94.743,1789657595.330,3.7382,-34.473,-504.025,-31.118,-502.374
denied,94.842,1789657595.429,3.7075,-32.969,-503.989,-29.637,-502.363
denied,94.942,1789657595.529,4.0007,-31.576,-503.935,-27.910,-502.333
denied,95.043,1789657595.630,3.9522,-30.065,-503.851,-26.432,-502.295
denied,95.141,1789657595.728,4.0613,-28.664,-503.753,-24.894,-502.242
denied,95.242,1789657595.829,3.9349,-27.139,-503.635,-23.482,-502.185
denied,95.342,1789657595.929,4.0278,-25.727,-503.508,-21.949,-502.113
denied,95.443,1789657596.029,4.0049,-24.197,-503.360,-20.418,-502.033
denied,95.541,1789657596.128,4.2770,-22.786,-503.221,-18.707,-501.934
denied,95.643,1789657596.230,4.1952,-21.259,-503.055,-17.242,-501.843
denied,95.742,1789657596.329,4.2284,-19.849,-502.897,-15.779,-501.748
denied,95.842,1789657596.428,4.1499,-18.326,-502.727,-14.318,-501.648
denied,95.942,1789657596.529,4.4285,-16.922,-502.559,-12.616,-501.527
denied,96.042,1789657596.629,4.4037,-15.515,-502.389,-11.218,-501.425
denied,96.142,1789657596.729,4.3267,-13.995,-502.208,-9.761,-501.316
denied,96.242,1789657596.829,4.3660,-12.592,-502.029,-8.304,-501.206
denied,96.341,1789657596.928,4.3498,-11.072,-501.837,-6.787,-501.089
denied,96.442,1789657597.029,4.4540,-9.670,-501.663,-5.270,-500.972
denied,96.542,1789657597.129,4.6261,-8.059,-501.680,-3.511,-500.836
denied,96.642,1789657597.229,4.4959,-6.382,-501.940,-2.055,-500.723
denied,96.742,1789657597.328,4.2901,-4.485,-502.284,-0.537,-500.605
denied,96.841,1789657597.428,4.2138,-2.654,-502.618,0.981,-500.486
denied,96.942,1789657597.529,4.0276,-0.685,-502.911,2.439,-500.369
denied,97.042,1789657597.628,4.0602,1.089,-503.115,3.958,-500.241
denied,97.141,1789657597.728,3.9684,2.967,-503.285,5.356,-500.117
denied,97.242,1789657597.828,4.2641,4.654,-503.429,7.119,-499.950
denied,97.342,1789657597.928,4.2734,6.387,-503.512,8.518,-499.808
denied,97.441,1789657598.028,4.3937,7.916,-503.531,9.977,-499.650
denied,97.541,1789657598.128,4.4879,9.517,-503.504,11.497,-499.476
denied,97.641,1789657598.228,4.6363,10.958,-503.446,13.015,-499.291
denied,97.742,1789657598.329,4.8277,12.489,-503.356,14.716,-499.072
denied,97.842,1789657598.429,4.9407,13.882,-503.252,16.172,-498.874
denied,97.942,1789657598.529,5.0281,15.373,-503.124,17.687,-498.660
denied,98.042,1789657598.628,5.1794,16.737,-502.992,19.201,-498.437
denied,98.142,1789657598.729,5.2693,18.205,-502.839,20.714,-498.205
denied,98.243,1789657598.829,5.3887,19.552,-502.690,22.164,-497.977
denied,98.341,1789657598.928,5.4550,21.021,-502.499,23.674,-497.732
denied,98.441,1789657599.028,5.5364,22.387,-502.305,25.121,-497.491
denied,98.543,1789657599.129,5.7246,23.875,-502.073,26.868,-497.192
denied,98.642,1789657599.229,5.7358,25.256,-501.842,28.252,-496.951
denied,98.742,1789657599.328,5.7064,26.756,-501.586,29.694,-496.695
denied,98.841,1789657599.428,5.7828,28.144,-501.336,31.195,-496.424
denied,98.941,1789657599.528,5.7365,29.648,-501.058,32.635,-496.161
denied,99.041,1789657599.628,5.7734,31.033,-500.803,34.073,-495.895
denied,99.142,1789657599.728,5.9308,32.533,-500.515,35.809,-495.571
denied,99.241,1789657599.828,6.0004,33.922,-500.245,37.305,-495.290
denied,99.341,1789657599.928,5.9532,35.494,-499.958,38.799,-495.007
denied,99.442,1789657600.029,5.8917,37.052,-499.693,40.233,-494.734
denied,99.542,1789657600.129,5.7444,38.792,-499.388,41.726,-494.450
denied,99.642,1789657600.229,5.6001,40.436,-499.070,43.159,-494.176
denied,99.742,1789657600.329,5.4172,42.187,-498.715,44.651,-493.891
denied,99.842,1789657600.428,5.2471,43.813,-498.346,46.083,-493.616
denied,99.941,1789657600.528,5.0197,45.531,-497.953,47.515,-493.342
denied,100.042,1789657600.628,5.0065,47.117,-497.542,49.245,-493.010
denied,100.141,1789657600.728,4.7386,48.807,-497.091,50.676,-492.736
denied,100.241,1789657600.828,4.5595,50.344,-496.668,52.107,-492.463
denied,100.342,1789657600.929,4.3233,51.976,-496.223,53.538,-492.192
denied,100.441,1789657601.028,4.2294,53.454,-495.837,55.028,-491.911
denied,100.541,1789657601.128,4.0783,55.025,-495.462,56.460,-491.645
denied,100.641,1789657601.228,4.2101,56.450,-495.160,58.189,-491.326
denied,100.741,1789657601.328,4.1764,57.976,-494.868,59.681,-491.055
denied,100.841,1789657601.428,4.2013,59.373,-494.622,61.112,-490.798
denied,100.941,1789657601.528,4.2127,60.878,-494.376,62.604,-490.533
denied,101.041,1789657601.628,4.2670,62.263,-494.162,64.036,-490.281
denied,101.142,1789657601.729,4.2676,63.760,-493.941,65.468,-490.031
denied,101.242,1789657601.828,4.3706,65.140,-493.745,66.960,-489.771
denied,101.342,1789657601.929,4.3829,66.635,-493.539,68.392,-489.524
denied,101.444,1789657602.031,4.6715,68.014,-493.352,70.183,-489.215
denied,101.542,1789657602.129,4.7396,69.392,-493.152,71.616,-488.967
denied,101.642,1789657602.229,4.7369,70.883,-492.932,73.050,-488.719
denied,101.744,1789657602.331,4.6775,72.386,-492.651,74.484,-488.470
denied,101.842,1789657602.429,4.7123,73.780,-492.378,75.979,-488.210
denied,101.943,1789657602.530,4.7510,75.306,-492.047,77.653,-487.916
denied,102.042,1789657602.629,4.7358,76.712,-491.759,79.090,-487.663
denied,102.143,1789657602.730,4.5893,78.263,-491.402,80.527,-487.410
denied,102.242,1789657602.829,4.4726,79.738,-490.989,82.024,-487.144
denied,102.342,1789657602.928,4.2403,81.352,-490.522,83.521,-486.878
denied,102.442,1789657603.029,4.1169,82.833,-490.101,85.018,-486.612
denied,102.542,1789657603.129,3.8689,84.437,-489.657,86.455,-486.356
denied,102.642,1789657603.229,3.7559,86.066,-489.195,88.132,-486.059
denied,102.742,1789657603.328,3.5858,87.567,-488.780,89.570,-485.806
denied,102.842,1789657603.429,3.4371,89.060,-488.386,91.007,-485.553
denied,102.941,1789657603.528,3.2987,90.528,-488.040,92.384,-485.313
denied,103.042,1789657603.629,3.2828,92.118,-487.670,94.061,-485.023
denied,103.141,1789657603.728,3.1861,93.587,-487.326,95.498,-484.777
denied,103.241,1789657603.828,3.0381,95.159,-486.996,96.935,-484.531
denied,103.342,1789657603.929,3.0548,96.598,-486.720,98.431,-484.277
denied,103.442,1789657604.028,2.8865,98.281,-486.394,99.928,-484.024
denied,103.541,1789657604.128,2.8163,99.841,-486.100,101.425,-483.771
denied,103.641,1789657604.228,2.7922,101.300,-485.792,102.922,-483.519
denied,103.741,1789657604.328,2.6348,102.899,-485.418,104.419,-483.265
denied,103.842,1789657604.429,2.5350,104.370,-485.076,105.855,-483.022
denied,103.941,1789657604.528,2.3832,105.964,-484.704,107.352,-482.767
denied,104.042,1789657604.629,2.3402,107.432,-484.374,108.848,-482.511
denied,104.141,1789657604.728,2.1596,109.030,-484.022,110.284,-482.264
denied,104.241,1789657604.828,2.2924,110.522,-483.701,112.019,-481.965
denied,104.342,1789657604.929,2.1433,112.150,-483.358,113.515,-481.705
denied,104.442,1789657605.029,2.0892,113.667,-483.045,115.010,-481.444
denied,104.541,1789657605.128,1.9055,115.310,-482.723,116.445,-481.192
denied,104.642,1789657605.229,1.8384,116.819,-482.440,117.879,-480.938
denied,104.742,1789657605.328,1.7431,118.451,-482.150,119.373,-480.671
denied,104.841,1789657605.428,1.7128,119.956,-481.899,120.806,-480.412
denied,104.942,1789657605.529,1.6642,121.576,-481.637,122.299,-480.138
denied,105.041,1789657605.628,1.7079,123.056,-481.403,123.792,-479.861
denied,105.142,1789657605.728,1.7127,124.667,-481.178,125.283,-479.580
denied,105.242,1789657605.829,1.8022,126.150,-480.984,126.774,-479.293
denied,105.342,1789657605.929,1.8593,127.751,-480.789,128.263,-479.001
denied,105.441,1789657606.028,2.0764,129.228,-480.621,129.929,-478.667
denied,105.542,1789657606.129,2.1050,130.820,-480.436,131.297,-478.386
denied,105.641,1789657606.228,2.1979,132.271,-480.237,132.723,-478.085
denied,105.745,1789657606.332,2.2600,133.829,-479.993,134.206,-477.765
denied,105.842,1789657606.429,2.3524,135.253,-479.747,135.688,-477.435
denied,105.942,1789657606.529,2.3960,136.786,-479.461,137.168,-477.096
denied,106.042,1789657606.629,2.4772,138.192,-479.183,138.645,-476.747
denied,106.142,1789657606.729,2.5122,139.705,-478.867,140.120,-476.389
denied,106.242,1789657606.829,2.5903,141.095,-478.564,141.593,-476.022
denied,106.342,1789657606.929,2.5972,142.593,-478.226,143.004,-475.661
denied,106.441,1789657607.028,2.6750,143.969,-477.903,144.473,-475.276
denied,106.542,1789657607.129,2.8094,145.449,-477.533,146.173,-474.818
denied,106.642,1789657607.229,2.8607,146.796,-477.182,147.577,-474.430
denied,106.742,1789657607.329,2.8813,148.241,-476.785,149.038,-474.017
denied,106.841,1789657607.428,2.9647,149.562,-476.409,150.496,-473.595
denied,106.941,1789657607.528,3.0511,150.885,-476.024,151.952,-473.166
denied,107.043,1789657607.630,3.0248,152.315,-475.589,153.348,-472.746
denied,107.142,1789657607.729,3.0618,153.639,-475.176,154.741,-472.320
denied,107.242,1789657607.829,3.0617,155.078,-474.721,156.190,-471.868
denied,107.341,1789657607.928,3.0918,156.401,-474.287,157.579,-471.429
denied,107.441,1789657608.028,3.2093,157.831,-473.813,159.196,-470.909
denied,107.542,1789657608.129,3.2932,159.146,-473.374,160.638,-470.438
denied,107.642,1789657608.229,3.2883,160.567,-472.882,162.077,-469.961
denied,107.743,1789657608.330,3.2797,161.880,-472.424,163.399,-469.517
denied,107.842,1789657608.429,3.2732,163.304,-471.924,164.834,-469.030
denied,107.942,1789657608.529,3.4823,164.618,-471.447,166.439,-468.478
denied,108.042,1789657608.629,3.4241,166.038,-470.929,167.813,-468.000
denied,108.142,1789657608.729,3.4567,167.350,-470.448,169.185,-467.518
denied,108.241,1789657608.828,3.3908,168.768,-469.913,170.555,-467.032
denied,108.343,1789657608.930,3.4622,170.081,-469.415,171.982,-466.521
denied,108.442,1789657609.029,3.4423,171.501,-468.873,173.406,-466.006
denied,108.542,1789657609.129,3.4607,172.811,-468.359,174.772,-465.507
denied,108.642,1789657609.229,3.6356,174.230,-467.802,176.421,-464.901
denied,108.743,1789657609.330,3.7122,175.538,-467.285,177.840,-464.374
denied,108.842,1789657609.429,3.6373,176.946,-466.718,179.202,-463.864
denied,108.941,1789657609.528,3.7167,178.248,-466.192,180.619,-463.331
denied,109.042,1789657609.629,3.7050,179.716,-465.683,182.035,-462.793
denied,109.142,1789657609.729,3.7577,181.126,-465.271,183.393,-462.275
denied,109.241,1789657609.828,3.7270,182.683,-464.854,184.750,-461.753
denied,109.342,1789657609.929,3.9951,184.082,-464.440,186.333,-461.140
denied,109.441,1789657610.028,4.1241,185.500,-464.048,187.744,-460.588
denied,109.541,1789657610.128,4.1151,187.003,-463.595,189.097,-460.052
denied,109.641,1789657610.228,4.1963,188.363,-463.153,190.448,-459.511
denied,109.742,1789657610.329,4.1890,189.815,-462.655,191.797,-458.965
denied,109.841,1789657610.428,4.2687,191.140,-462.180,193.144,-458.411
denied,109.942,1789657610.529,4.6359,192.452,-461.694,194.825,-457.711
denied,110.042,1789657610.629,4.6263,193.863,-461.155,196.166,-457.143
denied,110.142,1789657610.729,4.7571,195.156,-460.650,197.561,-456.545
denied,110.241,1789657610.828,4.7497,196.550,-460.094,198.897,-455.965
denied,110.341,1789657610.928,4.8833,197.830,-459.574,200.286,-455.354
denied,110.441,1789657611.028,4.8769,199.209,-459.002,201.617,-454.761
denied,110.544,1789657611.130,4.8419,200.585,-458.390,202.945,-454.163
denied,110.642,1789657611.228,4.9358,201.854,-457.805,204.327,-453.533
denied,110.742,1789657611.329,5.0273,203.122,-457.210,205.705,-452.897
denied,110.842,1789657611.429,5.0199,204.529,-456.579,207.082,-452.256
denied,110.942,1789657611.529,5.1070,205.922,-456.101,208.401,-451.636
denied,111.042,1789657611.628,5.1563,207.387,-455.556,209.773,-450.985
denied,111.141,1789657611.728,5.2970,208.710,-455.034,211.143,-450.328
denied,111.241,1789657611.828,5.2604,210.225,-454.404,212.510,-449.666
denied,111.343,1789657611.930,5.5553,211.614,-453.808,214.147,-448.864
denied,111.442,1789657612.029,5.6511,212.886,-453.250,215.453,-448.216
denied,111.542,1789657612.129,5.6585,214.250,-452.634,216.757,-447.561
denied,111.642,1789657612.228,5.7563,215.500,-452.058,218.059,-446.902
denied,111.742,1789657612.328,5.7667,216.847,-451.428,219.358,-446.236
denied,111.842,1789657612.428,5.9164,218.084,-450.840,220.707,-445.537
denied,111.942,1789657612.528,5.8991,219.442,-450.176,222.000,-444.861
denied,112.041,1789657612.628,5.9808,220.693,-449.512,223.344,-444.151
denied,112.141,1789657612.728,6.1519,222.046,-448.771,224.899,-443.321
denied,112.242,1789657612.829,6.2109,223.296,-448.071,226.236,-442.600
denied,112.341,1789657612.928,6.1095,224.637,-447.291,227.516,-441.903
denied,112.441,1789657613.028,6.1106,225.871,-446.568,228.794,-441.203
denied,112.542,1789657613.129,6.0151,227.200,-445.785,230.070,-440.499
denied,112.642,1789657613.229,6.2658,228.425,-445.041,231.608,-439.644
denied,112.741,1789657613.328,5.8843,229.942,-444.267,232.667,-439.052
denied,112.841,1789657613.428,5.8008,231.529,-443.563,233.990,-438.310
denied,112.941,1789657613.528,5.5367,233.354,-442.745,235.310,-437.565
denied,113.042,1789657613.629,5.6631,234.904,-442.020,236.839,-436.698
denied,113.142,1789657613.729,5.4799,236.478,-441.256,238.049,-436.007
denied,113.242,1789657613.829,5.4788,237.860,-440.565,239.309,-435.281
denied,113.344,1789657613.931,5.6360,239.302,-439.824,240.828,-434.398
denied,113.442,1789657614.029,5.6797,240.595,-439.144,242.082,-433.663
denied,113.541,1789657614.128,5.6992,241.967,-438.411,243.385,-432.892
denied,113.642,1789657614.228,5.8099,243.213,-437.735,244.685,-432.115
denied,113.742,1789657614.329,5.8048,244.545,-437.002,245.930,-431.365
denied,113.842,1789657614.429,5.9283,245.764,-436.324,247.224,-430.579
denied,113.941,1789657614.528,5.9128,247.081,-435.569,248.463,-429.820
denied,114.042,1789657614.629,5.9503,248.290,-434.837,249.699,-429.056
denied,114.141,1789657614.728,5.9378,249.586,-434.027,250.983,-428.256
denied,114.241,1789657614.828,5.9779,250.869,-433.265,252.264,-427.452
denied,114.342,1789657614.928,6.0657,252.350,-432.461,253.694,-426.546
denied,114.441,1789657615.028,6.1137,253.777,-431.773,254.918,-425.766
denied,114.542,1789657615.128,6.1029,255.245,-431.020,256.140,-424.983
denied,114.641,1789657615.228,6.1634,256.621,-430.315,257.359,-424.196
denied,114.741,1789657615.328,6.2622,258.002,-429.602,258.625,-423.371
denied,114.843,1789657615.429,6.3010,259.471,-428.828,259.888,-422.541
denied,114.942,1789657615.529,6.5233,260.872,-428.114,261.298,-421.604
denied,115.042,1789657615.628,6.5407,262.317,-427.334,262.502,-420.796
denied,115.142,1789657615.728,6.6624,263.601,-426.609,263.753,-419.949
denied,115.241,1789657615.828,6.6889,264.953,-425.818,264.949,-419.129
denied,115.342,1789657615.928,6.7808,266.211,-425.084,266.141,-418.304
denied,115.442,1789657616.029,6.8211,267.641,-424.287,267.330,-417.473
denied,115.544,1789657616.131,7.0593,269.016,-423.482,268.809,-416.426
denied,115.642,1789657616.229,7.0259,270.249,-422.734,269.792,-415.723
denied,115.742,1789657616.328,7.2878,271.457,-421.980,271.212,-414.697
